N,Title,Keywords,Abstract,Doi,Label
13242,The influence of choice of therapy on quality of life in patients with neurogenic thoracic outlet syndrome,"Adult; Choice Behavior; Decompression, Surgical; Female; Humans; Male; Middle Aged; Pain; Pain Management; Quality of Life; Retrospective Studies; Ribs/surgery; Surveys and Questionnaires; Thoracic Outlet Syndrome/therapy; Treatment Outcome","OBJECTIVES: We aimed to compare quality of life (QoL) after surgical decompression of the thoracic outlet versus non-operative therapy in patients with neurogenic thoracic outlet syndrome (N-TOS). DESIGN AND METHODS: We retrospectively identified 46 patients, diagnosed with N-TOS between 1999 and 2008. Twenty-four operated and 22 conservatively treated patients were sent questionnaires on their current symptoms and QoL. A matched control group (n = 24) of healthy individuals was selected for QoL comparison. Statistics were performed with linear and logistic regression analysis. RESULTS: ANOVA revealed a significant QoL difference between the three groups (p = 0.001). Separate analysis between groups demonstrated that all patients with N-TOS-like symptoms have a lower QoL than healthy controls (p = 0.001 resp. p  < or =  0.000). No difference was found between conservatively and surgically treated patients (p = 0.26). EQ-5D response rate was 83%. Of the 24 surgically treated patients, 15 would choose surgery again in a similar situation, although 4 did not benefit in terms of symptom reduction. Symptom relief and VAS pain scores in the conservatively and surgically treated patients did not show significant differences (p = 0.95 resp. p = 0.40). CONCLUSIONS: All patients with N-TOS have a significantly decreased QoL compared with healthy individuals, regardless of the type of therapy they received. In this small study, surgical decompression fails to improve QoL in patients with N-TOS to the level measured in the healthy control group, despite symptom reduction consistent with previous reports Variables significantly associated with outcome were duration of symptoms and localisation (variables included in the prediction model: age, sex, duration of symptoms, presence of paraesthesias, localisation, Adson's, Wright's and Roos' test, history of trauma, cervical arthrosis). In the perspective of QoL, the benefit of decompressive surgery is questionable. Improving patient selection seems imperative in order to achieve better results in our surgically treated patients",10.3109/02688697.2010.489656,1
13389,Operationalising the capability approach as an outcome measure in public health: The development of the OCAP-18,"Adult; Factor Analysis, Statistical; Female; Focus Groups; Humans; Male; Middle Aged; Outcome Assessment, Health Care; Public Health; Quality of Life; Surveys and Questionnaires; Capability approach; Outcome measurement; Public health; Questionnaire development; Survey instrument; United Kingdom","There is growing interest in operationalising the capability approach to measure quality of life. This paper reports the results of a research project undertaken in 2007 that sought to reduce and refine a longer survey in order to provide a summary measure of wellbeing and capability in the realm of public health. The reduction and refinement of the questionnaire took place across a number of stages, using both qualitative (five focus group discussions and 17 in-depth interviews) and quantitative (secondary data analysis, N = 1048 and primary data collection using postal surveys and interviews, N = 45) approaches. The questionnaire was reduced from its original 60+ questions to 24 questions (including demographic questions). Each of Nussbaum's ten Central Human Capabilities are measured using one (or more) of the 18 specific capability items which are included in the questionnaire (referred to as the OCAP-18). Analysis of the questionnaire responses (N = 198) found that respondents differed with respect to the levels of capabilities they reported, and that these capabilities appear to be sensitive to one's gender, age, income and deprivation decile. An index of capability, estimated by assuming equal weight for each capability question, found that the average level of capability amongst respondents was 12.44 (range 3-17.75). This index was found to be highly correlated with a measure of health (EQ-5D) and wellbeing (global QoL), although some differences were apparent. This project operationalised the capability approach to produce an instrument to measure the effectiveness (and cost effectiveness) of public health interventions; the resulting OCAP-18 appears to be responsive and measure something supplementary to health and wellbeing, thus offers a promising addition to the current suite of outcome measures that are available",10.1016/j.socscimed.2015.08.002,1
13485,Economic evaluation alongside a single RCT of an integrative psychotherapeutic nursing home programme,"Aged; Aged, 80 and over; Cognition Disorders/economics/therapy; Cost-Benefit Analysis; Delivery of Health Care, Integrated/economics/methods; Female; Geriatric Assessment; Humans; Male; Neuropsychological Tests; Nursing Homes/economics/organization & administration; Psychotherapy/economics/methods; Quality-Adjusted Life Years","BACKGROUND: There is an 80% prevalence of two or more psychiatric symptoms in psychogeriatric patients. Multiple psychiatric symptoms (MPS) have many negative effects on quality of life of the patient as well as on caregiver burden and competence. Irrespective of the effectiveness of an intervention programme, it is important to take into account its economic aspects. METHODS: The economic evaluation was performed alongside a single open RCT and conducted between 2001 and 2006. The patients who met the selection criteria were asked to participate in the RCT. After the patient or his caregiver signed a written informed consent form, he was then randomly assigned to either IRR or UC.The costs and effects of IRR were compared to those of UC. We assessed the cost-utility of IRR as well as the cost-effectiveness of both conditions. Primary outcome variable: severity of MPS (NPI) of patients; secondary outcome variables: general caregiver burden (CB) and caregiver competence (CCL), quality of life (EQ5D) of the patient, and total medical costs per patient (TiC-P). Cost-utility was evaluated on the basis of differences in total medical costs). Cost-effectiveness was evaluated by comparing differences of total medical costs and effects on NPI, CB and CCL (Incremental Cost-Effectiveness Ratio: ICER). CEAC-analyses were performed for QALY and NPI-severity. All significant testing was fixed at p<0.05 (two-tailed) The data were analyzed according to the intention-to-treat (ITT)-principle. A complete cases approach (CC) was used. RESULTS: IRR turned out to be non-significantly, 10.5% more expensive than UC (€ 36 per day). The number of QALYs was 0.01 higher (non-significant) in IRR, resulting in € 276,290 per QALY According to the ICER-method, IRR was significantly more cost-effective on NPI-sum-severity of the patient (up to 34%), CB and CCL (up to 50%), with ICERs varying from € 130 to € 540 per additional point of improvement. CONCLUSIONS: No significant differences were found on QALYs. In IRR patients improved significantly more on severity of MPS, and caregivers on general burden and competence, with incremental costs varying from € 130 to € 540 per additional point of improvement. The surplus costs of IRR are considered acceptable, taking into account the high societal costs of suffering from MPS of psychogeriatric patients and the high burden of caregivers. The large discrepancy in economic evaluation between QALYs (based on EQ5D) and ICERs (based on clinically relevant outcomes) demands further research on the validity of EQ5D in psychogeriatric cost-utility studies. (Trial registration nr.: ISRCTN 38916563; December 2004)",10.1186/1472-6963-13-370,1
13786,Cost-effectiveness of a Home-Exercise Program Among Older People After Hospitalization,"Accidental Falls/prevention & control; Aged, 80 and over; Cost-Benefit Analysis; Exercise Therapy/economics; Female; Home Care Services/economics; Hospitalization; Humans; Male; Patient Discharge; Quality-Adjusted Life Years; Older people; exercise programs; fall prevention; hospitalization","BACKGROUND: Older people who have been recently discharged from hospital are at increased risk of falls and deterioration in physical functioning. OBJECTIVE: To investigate the cost-effectiveness of a 12-month home-exercise program for older adults after hospitalization. METHOD: An economic evaluation was conducted alongside a randomized controlled trial. The analysis was conducted from the health and community service provider perspective. A total of 340 people aged 60 years and older, with a recent hospital admission, were randomized into exercise and usual care control groups. Incremental costs per extra person showing improvement in mobility performance (using the Short Physical Performance Battery), per person indicating improvement in health (self-reported using a 3-point Likert scale) and per quality-adjusted life year (QALY) gained (utility measured using the EQ-5D) were estimated. Uncertainty was represented using cost-effectiveness acceptability curves. Subgroup analyses for participants with better cognition (above the median MMSE score of 28) also were undertaken RESULTS: The average cost of the intervention was $A751 per participant. The incremental cost-effectiveness of the program relative to usual care was $A22,958 per extra person showing an improvement in mobility, $A19,020 per extra person indicating an improvement in health, and $A77,403 per QALY. The acceptability curve demonstrates that the intervention had an 80% probability of being cost-effective relative to the control at a threshold of $A48,000 per extra person achieving mobility improvement and $A36,000 indicating an improvement in self-reported health. There was no threshold value at which the program can be considered as having an 80% probability of cost-effectiveness for the QALY outcome. Subgroup analyses for participants with better cognitive status indicated improved cost-effectiveness for all outcomes. CONCLUSION: The exercise intervention appeared to offer reasonable value for money for mobility outcomes and self-reported health status. Value for money for all measures was greater in the higher cognitive status subgroup",10.1016/j.jamda.2015.01.075,1
13796,A Quality Use of Medicines program for general practitioners and older people: a cluster randomised controlled trial,"Accidental Falls/statistics & numerical data; Aged; Cluster Analysis; Drug Utilization Review/organization & administration; Family Practice/education; Follow-Up Studies; Geriatric Assessment/methods; Humans; New South Wales; Pharmacology, Clinical/education; Program Evaluation; Quality of Life","OBJECTIVE: To investigate the effectiveness of an educational Quality Use of Medicines program, delivered at the level of general practice, on medicines use, falls and quality of life in people aged > or = 65 years. DESIGN: Cluster randomised controlled trial conducted in 2002. SETTING: General practices in the Hunter Region, New South Wales, Australia. PARTICIPANTS: Twenty general practitioners recruited 849 patients to participate in the study. INTERVENTION: Education (academic detailing, provision of prescribing information and feedback); medication risk assessment; facilitation of medication review; financial incentives. PRIMARY MEASURES: a composite score reflecting use of benzodiazepines, non-steroidal anti-inflammatory drugs (NSAIDs) and thiazide diuretics; secondary measures: use of medication reviews, occurrence of falls, quality of life (as assessed by SF-12 and EQ-5D survey scores. RESULTS: Compared with the control group, participants in the intervention group had increased odds of having an improved medication use composite score (odds ratio [OR], 1.86; 95% CI, 1.21-2.85) at 4-month follow-up but not at 12 months. At 4-month follow-up, the intervention group had reduced odds of using NSAIDs (OR, 0.62; 95% CI, 0.39-0.99) and showed a non-significant reduction in use of benzodiazepines (OR, 0.51; 95% CI, 0.20-1.30) and thiazide diuretics (OR, 0.70; 95% CI, 0.48-1.01) Changes in drug use were not significant at 12-month follow-up. At 12 months, intervention-group participants had lower adjusted ORs (AORs) for having a fall (AOR, 0.61; 95% CI, 0.41-0.91), injury (AOR, 0.56; 95% CI, 0.32-0.96), and injury requiring medical attention (AOR, 0.46; 95% CI, 0.30-0.70). Quality-of-life scores were unaffected by the intervention. CONCLUSION: Education and systems for medication review conducted by GPs can be used to improve use of medicines. These interventions are associated with a reduction in falls among older people, without adverse effects on quality of life",10.5694/j.1326-5377.2007.tb01110.x,1
13799,Global long-term study on motor and non-motor symptoms and safety of levodopa-carbidopa intestinal gel in routine care of advanced Parkinson's disease patients; 12-month interim outcomes,Aged; Antiparkinson Agents/administration & dosage; Carbidopa/administration & dosage; Europe; Female; Gels/therapeutic use; Humans; International Cooperation; Intestines/physiology; Levodopa/administration & dosage; Longitudinal Studies; Male; Middle Aged; Parkinson Disease/drug therapy/physiopathology; Severity of Illness Index; Treatment Outcome; Advanced Parkinson's disease; Duodenal levodopa-carbidopa infusion; Motor symptoms; Non-motor symptoms; Quality of life; Routine patient care,"INTRODUCTION: Intermittent oral delivery of levodopa is a major contributing factor for motor complications in Parkinson's disease (PD). Continuous infusion of levodopa-carbidopa intestinal gel (LCIG) into the jejunum using a portable pump via percutaneous endoscopic gastrostomy (PEG) improves motor complications and quality of life (QoL). OBJECTIVES: To record long-term effectiveness of advanced PD patients undergoing LCIG infusion in routine care, by Unified Parkinson's Disease Rating Scale (UPDRS), Non-Motor Symptoms Scale (NMSS), PDQ-8 and EQ-5D questionnaires. METHODS: Overall, 375 patients from 75 movement disorder centers in 18 countries were enrolled in this prospective non-interventional study. The 12-month interim outcomes of the first 172 included patients are presented here. RESULTS: There were reductions of mean daily ""Off"" time from baseline (BL) (7.1 ± 3.5 h) and ""On"" time with dyskinesias (5.2 ± 4.5 h) at month 12 (M12) of -4.7 ± 3.4 and -1.7 ± 5.0 h respectively (p < 0.0001; p = 0.0228). UPDRS II and III ""On"" scores decreased from BL to M12 (p = 0.0107 and p = 0.0128). Total NMSS and PDQ-8 scores improved at M12 (p = 0.0014 and p = 0.0100). Mean LCIG dose administered through PEG at first visit (day after implantation) was 1304 ± 618 mg/day and remained stable through M12. Continuous LCIG infusion tolerability and adverse drug reactions were consistent with the known safety profile of previous studies. CONCLUSIONS: This observational, routine-care study supports long-term safety and efficacy of LCIG infusion in advanced PD including motor, non-motor and QoL improvements",10.1016/j.parkreldis.2014.12.012,0
13894,Quality of life and satisfaction with treatment in subjects with type 2 diabetes: results in Spain of the PANORAMA study,"Aged; Aged, 80 and over; Combined Modality Therapy; Cross-Sectional Studies; Diabetes Complications/epidemiology/psychology; Diabetes Mellitus, Type 2/blood/epidemiology/psychology/therapy; Diet, Diabetic/psychology; Europe; Exercise Therapy/psychology; Female; Glycated Hemoglobin A/analysis; Humans; Hypoglycemia/chemically induced/etiology/psychology; Hypoglycemic Agents/adverse effects/therapeutic use; Insulin/adverse effects/therapeutic use; Male; Middle Aged; Motor Activity; Patient Compliance; Patient Satisfaction; Quality of Life; Risk; Spain/epidemiology; Surveys and Questionnaires; Calidad de vida; Diabetes mellitus tipo 2; Quality of life; Satisfacción con el tratamiento; Treatment satisfaction; Type 2 diabetes mellitus","OBJECTIVES: Few studies are available on quality of life and treatment satisfaction of patients with type 2 diabetes mellitus (T2DM). Both of them were the primary objectives of the PANORAMA (NCT00916513) study. Metabolic control, treatment patterns, and management by healthcare professionals were also evaluated. MATERIAL AND METHODS: This multicenter, cross-sectional, observational study randomly recruited>40 year-old patients with T2DM from Spanish healthcare centers. HbA1c was measured using the same technique in all patients, who also completed quality of life (EQ-5D and ADDQoL) and treatment satisfaction (DTSQ) questionnaires and the Hypoglycemia Fear Survey (HFS-II). RESULTS: Fifty-four investigators recruited 751 patients, 60.3% of whom had HbA1c levels <7% Approximately 25% of patients on monotherapy had HbA1c values ≥ 7%, Patients with longer disease duration and more complex treatments, especially with insulin, showed the poorer control. Despite good overall treatment satisfaction (mean 29.3±6.1, 0 to 36-point scale), patients with a poorer metabolic control, previous hypoglycemia episodes, and more complex therapies had a worse QoL and a greater fear of suffering hypoglycemia. CONCLUSIONS: Despite advances in metabolic control, there are still areas to improve. Early addition of safe drugs to monotherapy would help achieve control objectives without increasing the risk of hypoglycemia, and delaying the start of insulin therapy. This would also improve QoL and treatment satisfaction",10.1016/j.endonu.2013.05.005,0
14042,The effectiveness and cost-effectiveness of minimal access surgery amongst people with gastro-oesophageal reflux disease - a UK collaborative study. The REFLUX trial,"Adult; Cost-Benefit Analysis; Factor Analysis, Statistical; Female; Fundoplication/methods; Gastroesophageal Reflux/drug therapy/surgery; Gastrointestinal Agents/economics/therapeutic use; Health Resources/statistics & numerical data; Humans; Laparoscopy/economics; Male; Middle Aged; Minimally Invasive Surgical Procedures/economics; Models, Econometric; Quality of Life; Quality-Adjusted Life Years; Surveys and Questionnaires; Technology Assessment, Biomedical; Treatment Outcome","OBJECTIVES: To evaluate the clinical effectiveness, cost-effectiveness and safety of a policy of relatively early laparoscopic surgery compared with continued medical management amongst people with gastro-oesophageal reflux disease (GORD) judged suitable for both policies. DESIGN: Relative clinical effectiveness was assessed by a randomised trial (with parallel non-randomised preference groups) comparing a laparoscopic surgery-based policy with a continued medical management policy. The economic evaluation compared the cost-effectiveness of the two management policies in order to identify the most efficient provision of future care and describe the resource impact that various policies for fundoplication would have on the NHS. SETTING: A total of 21 hospitals throughout the UK with a local partnership between surgeon(s) and gastroenterologist(s) who shared the secondary care of patients with GORD. PARTICIPANTS: The 810 participants, who were identified retrospectively or prospectively via their participating clinicians, had both documented evidence of GORD (endoscopy and/or manometry/24-hour pH monitoring) and symptoms for longer than 12 months. In addition, the recruiting clinician(s) was clinically uncertain about which management policy was best. INTERVENTION: Of the 810 eligible patients who consented to participate, 357 were recruited to the randomised arm of the trial (178 allocated to surgical management, 179 allocated to continued, but optimised, medical management) and 453 recruited to the parallel non-randomised preference arm (261 chose surgical management, 192 chose to continue with best medical management). The type of fundoplication was left to the discretion of the surgeon. MAIN OUTCOME MEASURES: Participants completed a baseline REFLUX questionnaire, developed specifically for this study, containing a disease-specific outcome measure, the Short Form with 36 Items (SF-36), the EuroQol-5 Dimensions (EQ-5D) and the Beliefs about Medicines and Surgery questionnaires (BMQ/BSQ). Postal questionnaires were completed at participant-specific time intervals after joining the trial (equivalent to approximately 3 and 12 months after surgery). Intraoperative data were recorded by the surgeons and all other in-hospital data were collected by the research nurse. At the end of the study period, participants completed a discrete choice experiment questionnaire. RESULTS: The randomised groups were well balanced at entry. Participants had been taking GORD medication for a median of 32 months; the mean age of participants was 46 years and 66% were men. Of 178 randomised to surgery, 111 (62%) actually had fundoplication. There was a mixture of clinical and personal reasons why some patients did not have surgery, sometimes related to long waiting times. A total or partial wrap procedure was performed depending on surgeon preference. Complications were uncommon and there were no deaths associated with surgery. By the equivalent of 12 months after surgery, 38% in the randomised surgical group (14% amongst those who had surgery) were taking reflux medication compared with 90% in the randomised medical group. There were substantial differences (one-third to one-half standard deviation) favouring the randomised surgical group across the health status measures, the size depending on assumptions about the proportion that actually had fundoplication. These differences were the same or somewhat smaller than differences observed at 3 months. The lower the REFLUX score, the worse the symptoms at trial entry and the larger the benefit observed after surgery. The preference surgical group had the lowest REFLUX scores at baseline. These scores improved substantially after surgery, and by 12 months they were better than those in the preference medical group. The BMQ/BSQ and discrete choice experiment did distinguish the preference groups from each other and from the randomised groups. The latter indicated that the risk of serious complications was the most important single attribute of a treatment option. A within-trial cost-effectiveness analysis suggested that the surgery policy was more costly (mean 2049 pounds) but also more effective [+0.088 quality-adjusted life-years (QALYs)]. The estimated incremental cost per QALY was 19,000-23,000 pounds, with a probability between 46% (when 62% received surgery) and 19% (when all received surgery) of cost-effectiveness at a threshold of 20,000 pounds per QALY. Modelling plausible longer-term scenarios (such as lifetime benefit after surgery) indicated a greater likelihood (74%) of cost-effectiveness at a threshold of 20,000 pounds, but applying a range of alternative scenarios indicated wide uncertainty. The expected value of perfect information was greatest for longer-term quality of life and proportions of surgical patients requiring medication. CONCLUSIONS: Amongst patients requiring long-term medication to control symptoms of GORD, surgical management significantly increases general and reflux-specific health-related quality of life measures, at least up to 12 months after surgery. Complications of surgery were rare. A surgical policy is, however, more costly than continued medical management. At a threshold of 20,000 pounds per QALY it may well be cost-effective, especially when putative longer-term benefits are taken into account, but this is uncertain. The more troublesome the symptoms, the greater the potential benefit from surgery. Uncertainty about cost-effectiveness would be greatly reduced by more reliable information about relative longer-term costs and benefits of surgical and medical policies. This could be through extended follow-up of the REFLUX trial cohorts or of other cohorts of fundoplication patients. TRIAL REGISTRATION: Current Controlled Trials ISRCTN15517081",10.3310/hta12310,1
14147,Exploring non-health outcomes of health promotion: the perspective of participants in a lifestyle behaviour change intervention,"Adult; Body Image; Cardiovascular Diseases/prevention & control; Diabetes Mellitus/prevention & control; Female; Focus Groups; Health Behavior; Health Knowledge, Attitudes, Practice; Health Promotion/statistics & numerical data; Humans; Interpersonal Relations; Interviews as Topic; Male; Middle Aged; Motivation; Outcome Assessment, Health Care; Personal Satisfaction; Risk Reduction Behavior","OBJECTIVE: To provide insights into health promotion outcomes that are not captured by conventional measures of health outcome used in economic evaluation studies, such as EQ5D based QALYs. METHODS: Twelve semi-structured interviews and five focus group discussions were conducted with participants of a randomized controlled trial (n=52) evaluating the effectiveness of a theory-based lifestyle intervention in Dutch adults at risk for diabetes mellitus and/or cardiovascular disease. Transcripts were analysed by two independent researchers using a thematic analysis approach. RESULTS: In total we identified twelve non-health outcome themes that were important from the participant perspective. Four of these were reported as direct outcomes of the lifestyle intervention and eight were reported as consequences of lifestyle behaviour change. Our findings also suggest that lifestyle behaviour change may have spillover effects to other people in the participants' direct environment. CONCLUSION: This study provides evidence that in the context of lifestyle behaviour change EQ5D based QALYs capture health promotion outcomes only partially. More insights are needed into non-health outcomes and spillover effects produced by health promotion in other contexts and how participants and society value these. Methods to account for these outcomes within an economic evaluation framework need to be developed and tested",10.1016/j.healthpol.2012.04.005,1
14684,Concurrent comparison of the measurement properties of generic and disease-specific questionnaires in obese inpatients,"Adult; Factor Analysis, Statistical; Female; Humans; Inpatients; Male; Middle Aged; Obesity/psychology/therapy; Quality of Life; Reproducibility of Results; Surveys and Questionnaires/standards; Weight Reduction Programs","BACKGROUND: The concurrent comparison of questionnaires assessing health-related quality of life in the same population is necessary for better appreciating their performance and to select the best instrument for a given purpose (e.g. clinical trials and observational studies). AIM: The aim of this study was to compare the measurement properties of two disease-specific and generic questionnaires: the Obesity-related Well-Being (ORWELL97), the Obesity-Related Disability test (TSD-OC), the EuroQoL, and the World Health Organization Quality of Life questionnaire. MATERIALS/SUBJECTS: Two-hundreds and forty-nine obese inpatients [age 47 (standard deviation, SD 15) years, body mass index 44.4 (SD 5.2) kg/m(2), 69 % female] completed the four questionnaires before and after a 3-week multidisciplinary weight reduction program. Standard measurement properties were calculated and compared. RESULTS: Intra-class correlation coefficient ranged from 0.73 to 0.90 for most of the instruments and subscales. The standard error of measurement ranged from 9 to 21 % for the generic instruments, and from 9 to 44 % for the specific questionnaires. Missing data and ceiling effects were found for TSD-OC. Responsiveness was similar for all the instruments. The correlations between the change scores of the instruments were small (<0.37). CONCLUSIONS: It was not possible to identify a ""best"" instrument, but overall the ORWELL97 seems to show better measurement properties. The two specific instruments measured different constructs and they did not show a clear superior performance compared to the generic questionnaires",10.1007/s40618-013-0010-4,1
7032,A durable gain in motor and non-motor symptoms of Parkinson's Disease following repeated caloric vestibular stimulation: A single-case study,"Affect; Aged; Cognition; Depression/psychology; Hot Temperature; Humans; Male; Neuropsychological Tests; Parkinson Disease/physiopathology/rehabilitation; Postural Balance; Treatment Outcome; Vestibule, Labyrinth; Treatment; balance; neuro-degeneration","OBJECTIVE: To gain 'first-in-man' evidence that repeated caloric vestibular stimulation (CVS), a non-invasive form of neuro-modulation, can induce a lasting and clinically-relevant reduction in Parkinson's Disease (PD) symptoms. METHODS: A 70  yr old male, diagnosed with PD 7 years prior to study enrolment, self-administered CVS at home 2×20 minutes per day for three months using a solid-state portable device. Standardised neuropsychological assessments of motor, cognitive, affective and independent function were carried out prior to stimulation, at the start and end of the sham (month 1) and active (months 2-3) phases, and 5 months post-stimulation. RESULTS: Relative to the pre-stimulation baseline, behavioural improvements that exceeded the minimal detectable change were observed on the EQ5D, Unified Parkinson's Disease Rating Scale, Schwab and England scale, 2 minute walk, Timed up and go, Non-motor symptom assessment scale for PD, Montreal cognitive assessment, Hospital depression scale and Epworth sleepiness scale. The level of change exceeded the threshold for a minimal clinically important difference on all scales for which a threshold has been published. By contrast, little improvement was seen during the sham (i.e., placebo) phase. CONCLUSION: Caloric vestibular stimulation may offer a novel, home-based method of relieving everyday symptoms of PD, and merits further evaluative study",10.3233/NRE-161308,1
14734,Long-term effects of Graves' ophthalmopathy on health-related quality of life,Adult; Aged; Cross-Sectional Studies; Female; Follow-Up Studies; Graves Disease/psychology; Health Status; Humans; Male; Middle Aged; Quality of Life; Surveys and Questionnaires; Time Factors,"OBJECTIVE: Little is known about the long-term effects of Graves' ophthalmopathy (GO) on health-related quality of life (HRQL) after the eye treatment is considered to be finished. The aim of this study was to quantify these effects using validated HRQL questionnaires. DESIGN: A cross-sectional follow-up study was carried out in GO patients who had started radiotherapy and/or prednisone treatment between 1982 and 1992. METHODS: Between 1998 and 2000 these patients received an HRQL questionnaire containing the SF-36, EuroQol and GO-QOL questionnaires. All patients were invited for a follow-up ophthalmological examination. HRQL scores of the respondents were compared with those of two reference populations of 'healthy' persons and to scores of several other GO populations. RESULTS: One hundred and sixty-eight patients were included; 163 completed the HRQL questionnaire and 154 visited the outpatient clinic. The median follow-up was 11.7 years. A considerable number of symptoms related to GO were found. More than half of the patients had diplopia and 28% had a low visual acuity. Sixty per cent had a proptosis of at least 20 mm. The HRQL scores were considerably better than those of newly diagnosed GO patients (untreated) and GO patients who completed the questionnaire during treatment, but worse than those of 'healthy' persons. Although we did not perform a longitudinal study, we included a selected group of patients who had been treated with radiotherapy and/or prednisone in the Academic Medical Centre of the University of Amsterdam, and though we could not assess HRQL at comparable times after receiving treatment, this is the first study that presents any data on the long-term effects of GO on HRQL. CONCLUSION: GO has a marked negative effect on HRQL, even many years after treatment. These findings suggest that GO should be considered a chronic disease. Aftercare is needed for these patients after their immunosuppressive and surgical treatments",10.1530/eje.0.1460751,1
14824,Cross-cultural validation of a disease-specific patient-reported outcome measure for lupus in Philippines,"Adolescent; Adult; Cross-Cultural Comparison; Cultural Characteristics; Female; Humans; Lupus Erythematosus, Systemic; Middle Aged; Outcome Assessment, Health Care; Philippines; Psychometrics; Self Report; Young Adult","OBJECTIVE: LupusPRO is a disease-targeted patient-reported outcome measure that was developed and validated among US patients with systemic lupus erythematosus (SLE). We report the cross-cultural validation results of the LupusPRO English-language version among Filipino SLE patients. METHOD: The 43-item LupusPRO was pretested in 15 SLE individuals, then administered to 106 SLE patients, along with short-form SF36 and the EQ5D visual analogue scale. A mail/drop-back LupusPRO and change in health status item survey were returned within two to three days. Demographics, clinical and serological characteristics, disease activity and damage measured by PGA, SELENA-SLEDAI, LFA Flare, and SLICC-ACR SLE damage index (SDI) were collected. Internal consistency reliability (ICR), test-retest reliability (TRT), convergent validity (corresponding SF36 domains) and criterion validity (against general health and disease activity measures) were tested. Reported p values are two tailed. RESULTS: A total of 121 Filipino SLE subjects (95% women, median age 31.0 ± 16 years) with at least a high school level of English instruction participated. Median (IQR) PGA, SLEDAI and SDI were 0.0 (1.0), 2.0 (10) and 0 (1), respectively. ICR exceeded 0.7 for all domains except the lupus symptoms domain. TRT was greater than 0.85 for all LupusPRO domains. Convergent and criterion validity were observed against corresponding SF36 domains and disease activity measures. The tool was well received by patients. Confirmatory factor analysis showed good fit. CONCLUSION: English LupusPRO has fair psychometric properties among SLE patients in the Philippines, and is now available for inclusion in clinical trials and longitudinal studies to test responsiveness to change",10.1177/0961203312474086,0
14899,Cost effectiveness of laparoscopic versus mini-incision open donor nephrectomy: a randomized study,Activities of Daily Living; Adult; Aged; Body Mass Index; Cost-Benefit Analysis; Employment; Female; Hospitalization/economics; Humans; Laparoscopy/economics; Living Donors; Male; Middle Aged; Nephrectomy/economics/rehabilitation; Netherlands; Quality of Life; Time Factors,"BACKGROUND: Cost-effectiveness remains an issue surrounding the introduction of laparoscopic donor nephrectomy (LDN). METHODS: In a randomized controlled trial the cost-effectiveness of LDN versus mini-incision open donor nephrectomy (ODN) was determined. Fifty donors were included in each group. All in-hospital costs were documented. Postoperatively, case record forms were sent to the donors during 1-year follow-up to record return-to-work and societal costs. To offset costs against quality of life, the Euroqol-5D questionnaire was administered preoperatively and 3, 7, 14, 28, 90, 180, and 365 days postoperatively. RESULTS: Mean total costs were euro6,090 (US$7,308) after LDN and euro4,818 ($5,782) after ODN (P<0.001). Disposables influenced the cost difference most. Mean productivity loss was 68 and 75 days after LDN and ODN respectively, corresponding to euro783 ($940) gained per donor after LDN. The main gain in quality of life in the LDN group was realized within 4 weeks postoperatively. LDN resulted in a mean gain of 0.03 quality-adjusted life years at mean costs of euro1,271 ($1,525) and euro488 ($586) from a healthcare perspective and a societal perspective, respectively This implies that one additional Quality-Adjusted Life Year after LDN costs about euro16,000 ($19,200) from a societal point of view and about euro41,000 ($49,200) from a health-care perspective. Activities other than work were resumed significantly earlier after LDN (66 vs. 91 days, P=0.01). CONCLUSION: In addition to a clinically relevant donor-experienced benefit from LDN, this technique appeared, given a societal perspective, a cost-efficient procedure mainly due to less productivity losses",10.1097/01.tp.0000267149.64831.08,1
14914,Evaluation of pain and its effect on quality of life and functioning in men with spinal cord injury,Anxiety; Back pain; Depressive disorder; Musculoskeletal pain; Neck pain; Quality of life; Questionnaires; Shoulder pain; Spinal cord injury,"BACKGROUND: Pain is one of the most important consequences of spinal cord injury (SCI). It may affect several aspects of life, especially the quality of life (QoL). Hence, this study was conducted to establish an understanding of pain and its correlates and effects on patients with SCI in our community. METHODS: In a cross-sectional study, 58 male veterans suffering from SCI were admitted to our center for a regular follow-up. Demographic and SCI-related descriptive information were gathered using a self-reported questionnaire. To evaluate the patients' pain quality and the effect of pain on daily life, a questionnaire in 3 parts of lumbar, cervical and shoulder pain was administered. EuroQoL questionnaire and General Health Questionnaire (GHQ) 12 were also used to assess the patients' QoL. RESULTS: The mean age of the participants was 45.91 ± 6.69 with mean injury time of 25.54 ± 5.91. forty-four patients (75.9%) reported pain, including lumbar pain (63%), cervical pain (39%) and shoulder pain (51%). The presence of pain was associated with lower QoL. Patients with lumbar pain reported a significant amount of pain affecting their daily life and this effect was higher in patients with lower GHQ score or anxiety/depressive disorder CONCLUSIONS: Musculoskeletal pain, is a common complaint in veterans with SCI and is inversely associated with functioning and general health status. Lumbar and shoulder pain affects patient's daily living more than cervical pain",10.3344/kjp.2015.28.2.129,1
